Efermi (eV)	Density of charge (1/atom)	n	m	family	diameter (nm)	Ei	Ej	Plasmon freq w_p (eV)	branches	ratio	Absorption(w_p)
1.5	0.039	20	1	41	1.61	4	6	1.171	branch1	0.55	5.87
1.5	0.039	20	1	41	1.61	3	5	1.171	branch1	0.27	5.87
1.5	0.039	20	1	41	1.61	2	4	1.171	branch1	1.00	5.87
1.5	0.039	20	1	41	1.61	4	6	1.171	branch1	0.55	5.87
1.5	0.039	20	1	41	1.61	3	5	1.171	branch1	0.27	5.87
1.75	0.057	17	6	40	1.62	4	6	1.235	branch1	0.25	8.38
1.5	0.044	17	6	40	1.62	3	5	1.187	branch1	0.94	6.41
1.75	0.058	19	3	41	1.62	3	5	0.794	branch2	0.49	0.58
1.0	0.017	17	6	40	1.62	2	4	1.043	branch1	0.42	3.89
1.0	0.017	17	6	40	1.62	1	3	1.043	branch1	1.00	3.89
1.25	0.028	17	6	40	1.62	2	4	0.922	branch2	0.99	0.63
1.25	0.028	17	6	40	1.62	1	3	0.922	branch2	0.13	0.63
1.0	0.018	19	3	41	1.62	2	4	1.099	branch1	1.00	4.21
1.0	0.018	19	3	41	1.62	1	3	1.099	branch1	0.33	4.21
1.25	0.029	19	3	41	1.62	2	4	1.123	branch1	1.00	5.41
1.25	0.029	19	3	41	1.62	3	5	1.123	branch1	0.20	5.41
1.5	0.040	19	3	41	1.62	4	6	1.171	branch1	0.91	6.01
1.5	0.040	19	3	41	1.62	4	6	1.171	branch1	0.91	6.01
1.5	0.040	19	3	41	1.62	2	4	1.171	branch1	0.88	6.01
1.5	0.040	19	3	41	1.62	2	4	1.171	branch1	0.88	6.01
1.5	0.040	19	3	41	1.62	3	5	1.171	branch1	0.35	6.01
1.5	0.040	19	3	41	1.62	3	5	1.171	branch1	0.35	6.01
1.75	0.058	19	3	41	1.62	4	6	1.251	branch1	1.00	7.61
2.0	0.071	17	6	40	1.62	4	6	1.267	branch1	0.19	10.16
2.0	0.071	17	6	40	1.62	3	5	1.267	branch1	0.94	10.16
2.0	0.077	19	3	41	1.62	5	7	1.291	branch1	0.12	9.50
2.0	0.077	19	3	41	1.62	4	6	1.291	branch1	1.00	9.50
1.75	0.058	19	3	41	1.62	3	5	1.251	branch1	0.12	7.61
1.75	0.057	17	6	40	1.62	3	5	1.235	branch1	0.94	8.38
1.75	0.058	19	3	41	1.62	5	7	0.794	branch2	0.14	0.58
1.25	0.028	17	6	40	1.62	2	4	1.131	branch1	0.36	4.78
1.25	0.028	17	6	40	1.62	3	5	1.131	branch1	1.00	4.78
1.5	0.044	17	6	40	1.62	4	6	1.187	branch1	0.22	6.41
1.25	0.028	13	11	37	1.63	3	5	1.099	branch1	1.00	5.75
1.25	0.028	13	11	37	1.63	2	4	1.099	branch1	0.92	5.75
1.5	0.043	13	11	37	1.63	3	5	1.155	branch1	0.80	7.12
1.0	0.017	13	11	37	1.63	1	3	1.043	branch1	1.00	4.22
1.0	0.017	13	11	37	1.63	2	4	1.043	branch1	0.86	4.22
1.75	0.056	13	11	37	1.63	4	6	1.203	branch1	0.58	8.85
1.5	0.043	13	11	37	1.63	4	6	1.155	branch1	0.54	7.12
2.0	0.074	13	11	37	1.63	4	6	1.251	branch1	0.60	10.65
1.75	0.056	13	11	37	1.63	3	5	1.203	branch1	0.81	8.85
1.75	0.059	12	12	36	1.63	2	3	1.203	branch1	0.44	9.11
1.25	0.030	12	12	36	1.63	1	2	1.107	branch1	1.00	5.55
1.75	0.059	12	12	36	1.63	1	2	1.203	branch1	1.00	9.11
2.0	0.076	12	12	36	1.63	2	3	1.243	branch1	1.00	10.63
1.5	0.039	12	12	36	1.63	1	2	1.171	branch1	1.00	7.57
1.0	0.021	12	12	36	1.63	1	2	1.027	branch1	1.00	3.21
2.0	0.076	12	12	36	1.63	1	2	1.243	branch1	0.93	10.63
2.0	0.074	13	11	37	1.63	5	7	1.251	branch1	0.33	10.65
2.0	0.074	13	11	37	1.63	3	5	1.251	branch1	0.44	10.65
1.0	0.021	12	12	36	1.63	0	1	1.027	branch1	0.15	3.21
1.75	0.058	15	9	39	1.64	2	3	1.203	branch1	0.51	9.06
2.0	0.076	21	0	42	1.64	1	2	0.738	branch2	0.55	0.96
2.0	0.076	21	0	42	1.64	0	1	0.738	branch2	0.28	0.96
2.0	0.076	21	0	42	1.64	1	2	0.738	branch2	0.62	0.96
2.0	0.076	21	0	42	1.64	2	3	0.738	branch2	1.00	0.96
2.0	0.076	15	9	39	1.64	2	3	1.243	branch1	0.45	10.36
1.75	0.058	15	9	39	1.64	2	3	1.203	branch1	0.77	9.06
1.75	0.058	15	9	39	1.64	1	2	1.203	branch1	1.00	9.06
1.75	0.058	15	9	39	1.64	1	2	1.203	branch1	0.32	9.06
1.5	0.039	15	9	39	1.64	1	2	1.163	branch1	1.00	7.60
1.0	0.021	15	9	39	1.64	1	2	1.035	branch1	1.00	3.12
1.25	0.030	15	9	39	1.64	1	2	1.115	branch1	1.00	5.58
1.25	0.030	15	9	39	1.64	1	2	1.115	branch1	0.56	5.58
1.0	0.021	15	9	39	1.64	1	2	1.035	branch1	0.47	3.12
1.5	0.041	18	5	41	1.64	4	6	1.163	branch1	1.00	6.44
1.5	0.041	18	5	41	1.64	2	4	1.163	branch1	0.32	6.44
1.5	0.041	18	5	41	1.64	2	4	1.163	branch1	0.32	6.44
1.5	0.041	18	5	41	1.64	3	5	1.163	branch1	0.32	6.44
1.5	0.041	18	5	41	1.64	3	5	1.163	branch1	0.32	6.44
1.75	0.058	18	5	41	1.64	3	5	0.842	branch2	0.48	0.59
1.75	0.058	18	5	41	1.64	3	5	1.227	branch1	0.15	7.91
2.0	0.076	18	5	41	1.64	4	6	1.267	branch1	0.94	9.62
2.0	0.076	18	5	41	1.64	5	7	1.267	branch1	0.15	9.62
2.0	0.076	15	9	39	1.64	2	3	1.243	branch1	1.00	10.36
1.5	0.039	15	9	39	1.64	1	2	1.163	branch1	0.57	7.60
1.5	0.041	18	5	41	1.64	4	6	1.163	branch1	1.00	6.44
2.0	0.074	14	10	38	1.64	5	7	1.243	branch1	0.34	10.21
1.25	0.029	18	5	41	1.64	2	4	1.107	branch1	1.00	5.59
1.75	0.054	21	0	42	1.64	1	2	1.195	branch1	1.00	8.23
1.75	0.054	21	0	42	1.64	2	3	0.874	branch2	0.81	0.40
1.75	0.054	21	0	42	1.64	1	2	0.874	branch2	1.00	0.40
1.75	0.054	21	0	42	1.64	0	1	0.874	branch2	0.39	0.40
1.75	0.054	21	0	42	1.64	1	2	0.874	branch2	0.77	0.40
1.5	0.040	21	0	42	1.64	1	2	1.179	branch1	0.25	7.43
1.75	0.054	21	0	42	1.64	1	2	1.195	branch1	0.14	8.23
1.5	0.040	21	0	42	1.64	1	2	1.179	branch1	1.00	7.43
1.25	0.030	21	0	42	1.64	1	2	1.147	branch1	0.26	5.65
1.25	0.030	21	0	42	1.64	1	2	1.147	branch1	1.00	5.65
1.0	0.021	21	0	42	1.64	1	2	1.083	branch1	0.20	2.96
1.0	0.021	21	0	42	1.64	1	2	1.083	branch1	1.00	2.96
1.75	0.058	18	5	41	1.64	5	7	0.842	branch2	0.13	0.59
1.75	0.058	18	5	41	1.64	4	6	1.227	branch1	0.94	7.91
1.25	0.029	18	5	41	1.64	3	5	1.107	branch1	0.25	5.59
2.0	0.076	21	0	42	1.64	2	3	1.283	branch1	1.00	8.71
1.75	0.054	21	0	42	1.64	2	3	1.195	branch1	0.11	8.23
1.0	0.018	18	5	41	1.64	1	3	1.075	branch1	0.37	4.24
1.0	0.018	18	5	41	1.64	2	4	1.075	branch1	1.00	4.24
2.0	0.074	14	10	38	1.64	4	6	1.243	branch1	0.97	10.21
1.0	0.018	14	10	38	1.64	1	3	1.059	branch1	0.66	4.27
1.0	0.018	14	10	38	1.64	2	4	1.059	branch1	1.00	4.27
1.25	0.028	14	10	38	1.64	3	5	1.099	branch1	0.56	5.85
2.0	0.074	14	10	38	1.64	3	5	1.243	branch1	0.19	10.21
1.25	0.028	14	10	38	1.64	2	4	1.099	branch1	1.00	5.85
2.0	0.076	21	0	42	1.64	2	3	1.283	branch1	0.13	8.71
1.5	0.043	14	10	38	1.64	3	5	1.147	branch1	0.86	7.36
1.5	0.043	14	10	38	1.64	2	4	1.147	branch1	0.37	7.36
1.5	0.043	14	10	38	1.64	4	6	1.147	branch1	0.98	7.36
1.75	0.056	14	10	38	1.64	3	5	1.203	branch1	0.65	8.84
1.75	0.056	14	10	38	1.64	4	6	1.203	branch1	1.00	8.84
2.0	0.076	20	2	42	1.65	0	1	0.754	branch2	0.22	0.63
2.0	0.076	20	2	42	1.65	2	3	1.275	branch1	1.00	8.85
2.0	0.076	20	2	42	1.65	1	2	0.754	branch2	0.78	0.63
2.0	0.076	20	2	42	1.65	2	3	0.754	branch2	1.00	0.63
2.0	0.076	20	2	42	1.65	1	2	0.754	branch2	0.64	0.63
1.75	0.054	20	2	42	1.65	2	3	0.858	branch2	0.43	0.40
2.0	0.076	20	2	42	1.65	1	2	1.275	branch1	0.14	8.85
1.75	0.054	20	2	42	1.65	1	2	0.858	branch2	0.46	0.40
2.0	0.076	20	2	42	1.65	2	3	1.275	branch1	0.15	8.85
1.75	0.054	20	2	42	1.65	1	2	1.195	branch1	1.00	8.27
1.0	0.021	20	2	42	1.65	1	2	1.083	branch1	1.00	3.01
1.0	0.021	20	2	42	1.65	1	2	1.083	branch1	0.21	3.01
1.25	0.030	20	2	42	1.65	1	2	1.147	branch1	1.00	5.64
1.5	0.040	20	2	42	1.65	1	2	1.179	branch1	1.00	7.51
1.5	0.040	20	2	42	1.65	1	2	1.179	branch1	0.24	7.51
1.75	0.054	20	2	42	1.65	1	2	1.195	branch1	0.12	8.27
1.75	0.054	20	2	42	1.65	2	3	1.195	branch1	0.12	8.27
1.25	0.030	20	2	42	1.65	1	2	1.147	branch1	0.27	5.64
1.75	0.054	20	2	42	1.65	0	1	0.858	branch2	0.14	0.40
2.0	0.074	16	8	40	1.66	4	6	1.251	branch1	0.36	10.64
1.0	0.017	16	8	40	1.66	1	3	1.019	branch1	1.00	4.11
2.0	0.074	16	8	40	1.66	5	7	1.251	branch1	0.27	10.64
1.75	0.056	16	8	40	1.66	4	6	1.203	branch1	0.30	8.76
1.75	0.056	16	8	40	1.66	2	4	1.203	branch1	0.19	8.76
1.75	0.056	16	8	40	1.66	3	5	1.203	branch1	1.00	8.76
1.5	0.044	16	8	40	1.66	4	6	1.155	branch1	0.23	6.85
1.5	0.044	16	8	40	1.66	2	4	1.155	branch1	0.28	6.85
1.5	0.044	16	8	40	1.66	3	5	1.155	branch1	1.00	6.85
1.25	0.029	16	8	40	1.66	2	4	1.099	branch1	0.76	5.30
1.25	0.029	16	8	40	1.66	1	3	1.099	branch1	0.30	5.30
1.25	0.029	16	8	40	1.66	3	5	1.099	branch1	1.00	5.30
1.0	0.017	16	8	40	1.66	2	4	1.019	branch1	0.69	4.11
2.0	0.074	16	8	40	1.66	3	5	1.251	branch1	1.00	10.64
2.0	0.074	16	8	40	1.66	2	4	1.251	branch1	0.18	10.64
1.0	0.018	17	7	41	1.67	2	4	1.051	branch1	1.00	4.36
2.0	0.076	19	4	42	1.67	2	3	1.259	branch1	0.19	9.32
1.5	0.040	19	4	42	1.67	1	2	1.163	branch1	0.30	7.56
1.0	0.018	17	7	41	1.67	1	3	1.051	branch1	0.41	4.36
1.25	0.028	17	7	41	1.67	2	4	1.083	branch1	1.00	5.85
1.25	0.028	17	7	41	1.67	3	5	1.083	branch1	0.33	5.85
2.0	0.075	17	7	41	1.67	4	6	1.243	branch1	0.89	9.95
1.75	0.058	17	7	41	1.67	3	5	0.858	branch2	0.47	0.53
1.5	0.040	19	4	42	1.67	1	2	1.163	branch1	1.00	7.56
1.25	0.030	19	4	42	1.67	1	2	1.131	branch1	0.30	5.74
1.25	0.030	19	4	42	1.67	1	2	1.131	branch1	1.00	5.74
2.0	0.075	17	7	41	1.67	5	7	1.243	branch1	0.21	9.95
1.75	0.055	19	4	42	1.67	2	3	1.195	branch1	0.16	8.33
1.75	0.055	19	4	42	1.67	1	2	1.195	branch1	1.00	8.33
1.75	0.055	19	4	42	1.67	1	2	1.195	branch1	0.17	8.33
1.5	0.042	17	7	41	1.67	4	6	1.147	branch1	1.00	6.95
1.75	0.055	19	4	42	1.67	2	3	1.195	branch1	0.15	8.33
2.0	0.076	19	4	42	1.67	1	2	0.858	branch2	0.31	0.60
2.0	0.076	19	4	42	1.67	2	3	0.858	branch2	1.00	0.60
2.0	0.076	19	4	42	1.67	2	3	1.259	branch1	1.00	9.32
1.0	0.021	19	4	42	1.67	1	2	1.067	branch1	0.23	3.13
1.0	0.021	19	4	42	1.67	1	2	1.067	branch1	1.00	3.13
1.5	0.042	17	7	41	1.67	3	5	1.147	branch1	0.36	6.95
1.75	0.058	17	7	41	1.67	3	5	1.203	branch1	0.20	8.36
2.0	0.076	19	4	42	1.67	1	2	0.858	branch2	0.75	0.60
1.75	0.058	17	7	41	1.67	5	7	0.858	branch2	0.13	0.53
1.75	0.058	17	7	41	1.67	4	6	1.203	branch1	0.88	8.36
1.0	0.017	21	1	43	1.68	1	3	1.011	branch1	1.00	3.81
2.0	0.071	21	1	43	1.68	6	8	0.762	branch2	0.17	0.37
2.0	0.071	21	1	43	1.68	3	5	1.227	branch1	1.00	10.16
1.75	0.056	21	1	43	1.68	3	5	1.211	branch1	1.00	9.04
1.75	0.056	21	1	43	1.68	4	6	1.211	branch1	0.18	9.04
1.5	0.044	21	1	43	1.68	3	5	1.179	branch1	1.00	6.90
1.5	0.044	21	1	43	1.68	4	6	1.179	branch1	0.16	6.90
1.25	0.029	21	1	43	1.68	3	5	1.123	branch1	1.00	4.70
1.25	0.029	21	1	43	1.68	2	4	1.123	branch1	0.12	4.70
1.0	0.017	21	1	43	1.68	1	3	1.011	branch1	1.00	3.81
1.0	0.017	21	1	43	1.68	2	4	1.011	branch1	0.33	3.81
1.0	0.017	21	1	43	1.68	2	4	1.011	branch1	0.33	3.81
1.5	0.040	18	6	42	1.69	1	2	1.147	branch1	1.00	7.72
1.5	0.040	18	6	42	1.69	1	2	1.147	branch1	0.34	7.72
1.25	0.030	18	6	42	1.69	1	2	1.107	branch1	1.00	5.89
1.0	0.021	18	6	42	1.69	1	2	1.043	branch1	0.30	3.35
1.0	0.021	18	6	42	1.69	1	2	1.043	branch1	1.00	3.35
1.75	0.058	18	6	42	1.69	2	3	1.187	branch1	0.29	8.67
1.25	0.030	18	6	42	1.69	1	2	1.107	branch1	0.37	5.89
1.75	0.058	18	6	42	1.69	1	2	1.187	branch1	0.35	8.67
1.75	0.058	18	6	42	1.69	1	2	1.187	branch1	1.00	8.67
2.0	0.075	18	6	42	1.69	2	3	0.882	branch2	1.00	0.58
2.0	0.075	18	6	42	1.69	1	2	0.882	branch2	0.47	0.58
2.0	0.075	18	6	42	1.69	1	2	0.882	branch2	0.80	0.58
2.0	0.075	18	6	42	1.69	2	3	1.235	branch1	0.24	9.88
2.0	0.075	18	6	42	1.69	1	2	1.235	branch1	0.11	9.88
2.0	0.075	18	6	42	1.69	1	2	1.235	branch1	0.14	9.88
2.0	0.075	18	6	42	1.69	2	3	1.235	branch1	1.00	9.88
1.75	0.058	18	6	42	1.69	2	3	1.187	branch1	0.82	8.67
2.0	0.072	20	3	43	1.70	6	8	1.227	branch1	0.10	10.24
2.0	0.072	20	3	43	1.70	3	5	1.227	branch1	1.00	10.24
1.75	0.056	13	12	38	1.70	3	5	1.171	branch1	0.75	9.26
2.0	0.074	13	12	38	1.70	4	6	1.219	branch1	0.77	10.88
2.0	0.074	13	12	38	1.70	5	7	1.219	branch1	0.56	10.88
1.0	0.021	14	11	39	1.70	1	2	1.011	branch1	1.00	3.61
1.5	0.038	14	11	39	1.70	1	2	1.139	branch1	0.48	7.96
1.25	0.029	14	11	39	1.70	1	2	1.083	branch1	0.96	5.98
1.25	0.029	14	11	39	1.70	1	2	1.083	branch1	0.72	5.98
1.5	0.038	14	11	39	1.70	1	2	1.139	branch1	0.71	7.96
1.75	0.059	14	11	39	1.70	2	3	1.171	branch1	0.64	9.38
1.75	0.059	14	11	39	1.70	2	3	1.171	branch1	0.41	9.38
1.0	0.021	14	11	39	1.70	1	2	1.011	branch1	0.70	3.61
1.75	0.055	20	3	43	1.70	4	6	1.203	branch1	0.20	9.09
1.75	0.055	20	3	43	1.70	3	5	1.203	branch1	1.00	9.09
1.5	0.044	20	3	43	1.70	4	6	1.163	branch1	0.18	6.98
1.25	0.030	20	3	43	1.70	3	5	1.115	branch1	1.00	4.84
1.25	0.030	20	3	43	1.70	2	4	1.115	branch1	0.13	4.84
1.0	0.017	20	3	43	1.70	1	3	1.003	branch1	1.00	3.91
1.0	0.017	20	3	43	1.70	2	4	1.003	branch1	0.36	3.91
1.75	0.056	13	12	38	1.70	4	6	1.171	branch1	0.79	9.26
1.5	0.043	13	12	38	1.70	3	5	1.123	branch1	0.80	7.59
1.5	0.043	13	12	38	1.70	4	6	1.123	branch1	0.83	7.59
1.25	0.028	13	12	38	1.70	3	5	1.067	branch1	0.79	6.05
1.25	0.028	13	12	38	1.70	2	4	1.067	branch1	0.97	6.05
1.0	0.017	13	12	38	1.70	1	3	1.019	branch1	0.84	4.44
1.0	0.017	13	12	38	1.70	2	4	1.019	branch1	1.00	4.44
2.0	0.075	14	11	39	1.70	2	3	1.211	branch1	1.00	10.87
1.5	0.044	20	3	43	1.70	3	5	1.163	branch1	1.00	6.98
2.0	0.075	14	11	39	1.70	2	3	1.211	branch1	0.66	10.87
1.0	0.017	15	10	40	1.71	1	3	1.003	branch1	1.00	4.37
1.75	0.055	15	10	40	1.71	3	5	1.171	branch1	1.00	9.19
2.0	0.076	15	10	40	1.71	4	6	1.219	branch1	0.83	11.01
2.0	0.076	15	10	40	1.71	3	5	1.219	branch1	1.00	11.01
2.0	0.076	15	10	40	1.71	5	7	1.219	branch1	0.70	11.01
1.75	0.055	15	10	40	1.71	4	6	1.171	branch1	0.50	9.19
1.0	0.017	15	10	40	1.71	2	4	1.003	branch1	0.89	4.37
1.25	0.029	15	10	40	1.71	3	5	1.075	branch1	1.00	5.83
1.25	0.029	15	10	40	1.71	1	3	1.075	branch1	0.25	5.83
1.25	0.029	15	10	40	1.71	2	4	1.075	branch1	0.90	5.83
1.5	0.043	15	10	40	1.71	3	5	1.123	branch1	1.00	7.36
2.0	0.076	15	10	40	1.71	6	8	1.219	branch1	0.16	11.01
1.5	0.043	15	10	40	1.71	4	6	1.123	branch1	0.35	7.36
1.5	0.043	15	10	40	1.71	2	4	1.123	branch1	0.25	7.36
1.75	0.060	22	0	44	1.72	4	6	1.203	branch1	1.00	8.43
1.5	0.042	22	0	44	1.72	3	5	0.770	branch2	1.00	0.88
1.25	0.028	22	0	44	1.72	1	3	1.067	branch1	0.14	5.79
2.0	0.074	16	9	41	1.72	5	7	1.211	branch1	0.30	10.52
1.5	0.042	22	0	44	1.72	4	6	1.147	branch1	1.00	6.15
1.5	0.042	22	0	44	1.72	2	4	1.147	branch1	0.24	6.15
1.5	0.042	22	0	44	1.72	1	3	1.147	branch1	0.11	6.15
1.5	0.042	22	0	44	1.72	3	5	1.147	branch1	0.28	6.15
1.5	0.042	22	0	44	1.72	2	4	0.770	branch2	0.61	0.88
1.5	0.042	22	0	44	1.72	1	3	0.770	branch2	0.25	0.88
2.0	0.074	16	9	41	1.72	4	6	1.211	branch1	0.85	10.52
1.25	0.030	19	5	43	1.72	3	5	1.099	branch1	1.00	5.08
2.0	0.075	22	0	44	1.72	4	6	1.235	branch1	1.00	10.47
1.75	0.060	22	0	44	1.72	3	5	1.203	branch1	0.14	8.43
2.0	0.074	19	5	43	1.72	6	8	1.219	branch1	0.14	10.36
1.75	0.058	16	9	41	1.72	5	7	1.171	branch1	0.11	8.93
1.75	0.058	16	9	41	1.72	3	5	1.171	branch1	0.27	8.93
1.75	0.058	16	9	41	1.72	4	6	1.171	branch1	0.84	8.93
1.5	0.043	16	9	41	1.72	3	5	1.123	branch1	0.49	7.42
1.5	0.043	16	9	41	1.72	4	6	1.123	branch1	1.00	7.42
1.25	0.028	16	9	41	1.72	3	5	1.059	branch1	0.46	6.10
2.0	0.074	19	5	43	1.72	3	5	1.219	branch1	0.75	10.36
2.0	0.074	19	5	43	1.72	5	7	1.219	branch1	0.29	10.36
1.25	0.028	16	9	41	1.72	2	4	1.059	branch1	1.00	6.10
1.25	0.028	22	0	44	1.72	3	5	1.067	branch1	0.21	5.79
1.0	0.018	16	9	41	1.72	1	3	1.027	branch1	0.44	4.48
1.0	0.018	16	9	41	1.72	2	4	1.027	branch1	1.00	4.48
1.0	0.018	16	9	41	1.72	3	5	1.027	branch1	0.13	4.48
1.0	0.017	19	5	43	1.72	1	3	0.995	branch1	1.00	4.04
1.75	0.055	19	5	43	1.72	3	5	1.187	branch1	1.00	9.19
1.0	0.017	19	5	43	1.72	2	4	0.995	branch1	0.42	4.04
1.0	0.019	22	0	44	1.72	1	3	1.043	branch1	0.30	4.39
1.0	0.019	22	0	44	1.72	2	4	1.043	branch1	1.00	4.39
1.25	0.028	22	0	44	1.72	2	4	1.067	branch1	1.00	5.79
1.5	0.044	19	5	43	1.72	3	5	1.147	branch1	1.00	7.12
1.5	0.044	19	5	43	1.72	4	6	1.147	branch1	0.23	7.12
1.25	0.030	19	5	43	1.72	2	4	1.099	branch1	0.14	5.08
1.25	0.030	19	5	43	1.72	4	6	1.099	branch1	0.12	5.08
1.75	0.055	19	5	43	1.72	4	6	1.187	branch1	0.25	9.19
1.5	0.040	17	8	42	1.73	1	2	1.123	branch1	0.83	7.93
2.0	0.074	17	8	42	1.73	2	3	1.211	branch1	0.31	10.48
2.0	0.074	17	8	42	1.73	2	3	1.211	branch1	1.00	10.48
1.75	0.059	17	8	42	1.73	2	3	1.163	branch1	0.29	9.13
1.75	0.059	17	8	42	1.73	2	3	1.163	branch1	0.96	9.13
1.5	0.040	17	8	42	1.73	1	2	1.123	branch1	0.20	7.93
1.25	0.029	17	8	42	1.73	1	2	1.083	branch1	0.47	6.12
1.5	0.040	17	8	42	1.73	2	3	1.123	branch1	0.14	7.93
1.0	0.021	17	8	42	1.73	1	2	1.019	branch1	0.41	3.64
2.0	0.075	21	2	44	1.73	5	7	1.235	branch1	0.13	10.44
1.75	0.060	21	2	44	1.73	5	7	1.195	branch1	0.12	8.41
2.0	0.075	21	2	44	1.73	4	6	1.235	branch1	1.00	10.44
1.75	0.060	21	2	44	1.73	4	6	1.195	branch1	1.00	8.41
1.5	0.042	21	2	44	1.73	3	5	1.147	branch1	0.21	6.31
1.25	0.029	17	8	42	1.73	1	2	1.083	branch1	1.00	6.12
1.5	0.042	21	2	44	1.73	4	6	1.147	branch1	1.00	6.31
1.25	0.028	21	2	44	1.73	3	5	1.059	branch1	0.22	5.82
1.25	0.028	21	2	44	1.73	2	4	1.059	branch1	1.00	5.82
1.0	0.019	21	2	44	1.73	3	5	1.035	branch1	0.12	4.44
1.0	0.019	21	2	44	1.73	1	3	1.035	branch1	0.15	4.44
1.0	0.019	21	2	44	1.73	2	4	1.035	branch1	1.00	4.44
1.0	0.021	17	8	42	1.73	1	2	1.019	branch1	1.00	3.64
1.5	0.042	21	2	44	1.73	3	5	0.770	branch2	0.98	0.75
1.5	0.042	20	4	44	1.74	2	4	1.131	branch1	0.13	6.68
1.5	0.042	20	4	44	1.74	3	5	0.802	branch2	1.00	0.57
1.0	0.019	20	4	44	1.74	2	4	1.027	branch1	1.00	4.46
1.25	0.028	20	4	44	1.74	3	5	1.051	branch1	0.28	5.94
1.25	0.028	20	4	44	1.74	2	4	1.051	branch1	1.00	5.94
1.0	0.019	20	4	44	1.74	1	3	1.027	branch1	0.31	4.46
1.5	0.042	20	4	44	1.74	3	5	1.131	branch1	0.33	6.68
1.5	0.042	20	4	44	1.74	2	4	0.802	branch2	0.42	0.57
1.75	0.059	20	4	44	1.74	4	6	1.179	branch1	1.00	8.46
1.5	0.042	20	4	44	1.74	4	6	1.131	branch1	1.00	6.68
2.0	0.074	20	4	44	1.74	4	6	1.219	branch1	1.00	10.53
2.0	0.074	20	4	44	1.74	5	7	1.219	branch1	0.15	10.53
1.75	0.059	20	4	44	1.74	3	5	1.179	branch1	0.13	8.46
2.0	0.077	18	7	43	1.75	5	7	1.203	branch1	0.78	10.74
2.0	0.077	18	7	43	1.75	3	5	1.203	branch1	0.25	10.74
2.0	0.077	18	7	43	1.75	6	8	1.203	branch1	0.20	10.74
1.75	0.054	18	7	43	1.75	3	5	1.163	branch1	0.94	9.34
1.75	0.054	18	7	43	1.75	4	6	1.163	branch1	0.30	9.34
1.5	0.043	18	7	43	1.75	4	6	1.123	branch1	0.28	7.37
1.25	0.030	18	7	43	1.75	3	5	1.075	branch1	1.00	5.44
1.25	0.030	18	7	43	1.75	2	4	1.075	branch1	0.16	5.44
1.25	0.030	18	7	43	1.75	4	6	1.075	branch1	0.17	5.44
1.0	0.017	18	7	43	1.75	3	5	0.979	branch1	0.10	4.20
1.0	0.017	18	7	43	1.75	1	3	0.979	branch1	1.00	4.20
1.5	0.043	18	7	43	1.75	3	5	1.123	branch1	0.94	7.37
1.0	0.017	18	7	43	1.75	2	4	0.979	branch1	0.54	4.20
1.75	0.057	22	1	45	1.76	1	2	0.794	branch2	1.00	0.68
1.5	0.043	14	12	40	1.76	4	6	1.099	branch1	0.75	7.78
1.75	0.055	14	12	40	1.76	3	5	1.147	branch1	0.79	9.67
1.75	0.055	14	12	40	1.76	4	6	1.147	branch1	0.68	9.67
2.0	0.076	14	12	40	1.76	5	7	1.187	branch1	0.70	11.32
2.0	0.076	14	12	40	1.76	4	6	1.187	branch1	0.49	11.32
2.0	0.076	14	12	40	1.76	6	8	1.187	branch1	0.16	11.32
2.0	0.077	22	1	45	1.76	2	3	1.227	branch1	0.14	10.09
2.0	0.077	22	1	45	1.76	2	3	1.227	branch1	1.00	10.09
1.75	0.057	22	1	45	1.76	2	3	0.794	branch2	0.76	0.68
1.25	0.029	22	1	45	1.76	1	2	1.091	branch1	1.00	6.38
1.25	0.029	22	1	45	1.76	1	2	1.091	branch1	0.30	6.38
1.5	0.041	22	1	45	1.76	1	2	1.115	branch1	1.00	7.70
2.0	0.077	22	1	45	1.76	2	3	0.650	branch2	1.00	0.51
1.0	0.017	14	12	40	1.76	3	5	0.987	branch1	0.22	4.60
1.0	0.017	14	12	40	1.76	1	3	0.987	branch1	0.81	4.60
1.0	0.017	14	12	40	1.76	2	4	0.987	branch1	1.00	4.60
1.75	0.057	22	1	45	1.76	1	2	1.163	branch1	0.32	7.62
1.75	0.057	22	1	45	1.76	2	3	1.163	branch1	1.00	7.62
1.5	0.041	22	1	45	1.76	1	2	1.115	branch1	0.17	7.70
1.25	0.029	14	12	40	1.76	3	5	1.043	branch1	1.00	6.21
1.25	0.029	14	12	40	1.76	2	4	1.043	branch1	0.65	6.21
1.25	0.029	14	12	40	1.76	4	6	1.043	branch1	0.20	6.21
1.5	0.043	14	12	40	1.76	3	5	1.099	branch1	1.00	7.78
1.75	0.057	22	1	45	1.76	2	3	1.163	branch1	0.19	7.62
1.75	0.057	22	1	45	1.76	1	2	0.794	branch2	0.30	0.68
1.0	0.021	22	1	45	1.76	1	2	1.035	branch1	0.24	3.85
1.0	0.021	22	1	45	1.76	1	2	1.035	branch1	1.00	3.85
2.0	0.073	13	13	39	1.76	1	2	1.179	branch1	0.57	11.16
2.0	0.073	13	13	39	1.76	2	3	1.179	branch1	1.00	11.16
1.75	0.059	13	13	39	1.76	1	2	1.139	branch1	1.00	9.68
1.75	0.059	13	13	39	1.76	2	3	1.139	branch1	0.92	9.68
1.5	0.040	13	13	39	1.76	1	2	1.107	branch1	1.00	8.28
